name,bn_name,number_of_bed,union_id,upazila_id,district_id,organization_type,hospital_type,url,lat,lon
Shial Bukkha Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,244,4,GOVERNMENT,UNION,null,null,null
Yearing Chari Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,38,4,GOVERNMENT,UNION,null,null,null
Bhaibon Chari Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,38,4,GOVERNMENT,UNION,null,null,null
Bogachari Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,42,4,GOVERNMENT,UNION,null,null,null
Bangal Halia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,39,4,GOVERNMENT,UNION,null,null,null
Mohishashi(sanora) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,366,47,GOVERNMENT,UNION,null,null,null
Simulia(Bhararia) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,366,47,GOVERNMENT,UNION,null,null,null
Baleswar(sutipara) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,366,47,GOVERNMENT,UNION,null,null,null
Suapur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,366,47,GOVERNMENT,UNION,null,null,null
Gangutia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,366,47,GOVERNMENT,UNION,null,null,null
Amta Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,366,47,GOVERNMENT,UNION,null,null,null
Balia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,366,47,GOVERNMENT,UNION,null,null,null
Malikanda(narisha) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,369,47,GOVERNMENT,UNION,null,null,null
Muksudpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,369,47,GOVERNMENT,UNION,null,null,null
Hazratpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,367,47,GOVERNMENT,UNION,null,null,null
Talepur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,367,47,GOVERNMENT,UNION,null,null,null
Teguria Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,367,47,GOVERNMENT,UNION,null,null,null
Nawabganj Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,404,47,GOVERNMENT,UNION,null,null,null
Barua Khali Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,404,47,GOVERNMENT,UNION,null,null,null
Churain Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,404,47,GOVERNMENT,UNION,null,null,null
Birulia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,365,47,GOVERNMENT,UNION,null,null,null
Aminbazar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,365,47,GOVERNMENT,UNION,null,null,null
Kamargram(gopalpur) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,391,52,GOVERNMENT,UNION,null,null,null
Khamarpara(hoshpur) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,392,52,GOVERNMENT,UNION,null,null,null
Kadirdi(satair) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,392,52,GOVERNMENT,UNION,null,null,null
Rupapath Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,392,52,GOVERNMENT,UNION,null,null,null
Bangaswari(chandpur) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,392,52,GOVERNMENT,UNION,null,null,null
Khorsuti(moyna) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,392,52,GOVERNMENT,UNION,null,null,null
Char Haziganj Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,396,52,GOVERNMENT,UNION,null,null,null
Krishnanagar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,390,52,GOVERNMENT,UNION,null,null,null
Ishangopalpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,390,52,GOVERNMENT,UNION,null,null,null
Kanaipur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,390,52,GOVERNMENT,UNION,null,null,null
Bilmamudpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,390,52,GOVERNMENT,UNION,null,null,null
Mathurapur(gozna) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,397,52,GOVERNMENT,UNION,null,null,null
Nowpara Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,397,52,GOVERNMENT,UNION,null,null,null
Gopaldi(raipur) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,397,52,GOVERNMENT,UNION,null,null,null
Talma Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,394,52,GOVERNMENT,UNION,null,null,null
Laskardia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,394,52,GOVERNMENT,UNION,null,null,null
Chandhat(charjesordi) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,394,52,GOVERNMENT,UNION,null,null,null
Rahutpara(gatti) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,394,52,GOVERNMENT,UNION,null,null,null
Ramkantapur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,394,52,GOVERNMENT,UNION,null,null,null
Char Bishnapur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,393,52,GOVERNMENT,UNION,null,null,null
Akoterchar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,393,52,GOVERNMENT,UNION,null,null,null
Mirzapur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,320,41,GOVERNMENT,UNION,null,null,null
Azampur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,320,41,GOVERNMENT,UNION,null,null,null
Salna(Kawaltia) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,320,41,GOVERNMENT,UNION,null,null,null
Datta Para Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,320,41,GOVERNMENT,UNION,null,null,null
Kadda(Bashan) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,320,41,GOVERNMENT,UNION,null,null,null
Benupur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,318,41,GOVERNMENT,UNION,null,null,null
Chabagan Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,318,41,GOVERNMENT,UNION,null,null,null
Shakershar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,318,41,GOVERNMENT,UNION,null,null,null
Kaliakair Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,318,41,GOVERNMENT,UNION,null,null,null
Kaliganj Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,418,41,GOVERNMENT,UNION,null,null,null
Kapasia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,319,41,GOVERNMENT,UNION,null,null,null
Toke Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,319,41,GOVERNMENT,UNION,null,null,null
Barmi Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,321,41,GOVERNMENT,UNION,null,null,null
Rajendrapur(Rajabari) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,321,41,GOVERNMENT,UNION,null,null,null
Kaoraid Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,321,41,GOVERNMENT,UNION,null,null,null
Sreepur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,321,41,GOVERNMENT,UNION,null,null,null
Mawna Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,321,41,GOVERNMENT,UNION,null,null,null
Ulpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,385,51,GOVERNMENT,UNION,null,null,null
Kajulia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,385,51,GOVERNMENT,UNION,null,null,null
Satpar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,385,51,GOVERNMENT,UNION,null,null,null
Paikkandi Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,385,51,GOVERNMENT,UNION,null,null,null
Joynagar(moheshpur) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,386,51,GOVERNMENT,UNION,null,null,null
Sajail Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,386,51,GOVERNMENT,UNION,null,null,null
Rahuthar(Hatiara) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,386,51,GOVERNMENT,UNION,null,null,null
Nizamkandi Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,386,51,GOVERNMENT,UNION,null,null,null
Ramdia(bethuri) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,386,51,GOVERNMENT,UNION,null,null,null
Fukra Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,386,51,GOVERNMENT,UNION,null,null,null
Rajpat Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,386,51,GOVERNMENT,UNION,null,null,null
Ghonapara(ratail) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,386,51,GOVERNMENT,UNION,null,null,null
Ramshil Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,388,51,GOVERNMENT,UNION,null,null,null
Kushla Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,388,51,GOVERNMENT,UNION,null,null,null
Khanpura Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,389,51,GOVERNMENT,UNION,null,null,null
Gohala Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,389,51,GOVERNMENT,UNION,null,null,null
Kalinagar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,389,51,GOVERNMENT,UNION,null,null,null
Jalirpar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,389,51,GOVERNMENT,UNION,null,null,null
Dignagar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,389,51,GOVERNMENT,UNION,null,null,null
Machna Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,389,51,GOVERNMENT,UNION,null,null,null
Pakutia(dumaria) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,387,51,GOVERNMENT,UNION,null,null,null
Patgati Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,387,51,GOVERNMENT,UNION,null,null,null
Nilakhia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,481,63,GOVERNMENT,UNION,null,null,null
Ghashirpara Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,481,63,GOVERNMENT,UNION,null,null,null
Marurchar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,481,63,GOVERNMENT,UNION,null,null,null
Sharmara(bogarchar) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,481,63,GOVERNMENT,UNION,null,null,null
Shadhurpara Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,481,63,GOVERNMENT,UNION,null,null,null
Parramrampur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,478,63,GOVERNMENT,UNION,null,null,null
Sanandabari Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,478,63,GOVERNMENT,UNION,null,null,null
Chinaduli Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,477,63,GOVERNMENT,UNION,null,null,null
Kulkandi Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,477,63,GOVERNMENT,UNION,null,null,null
Shyampur(chargoalini) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,477,63,GOVERNMENT,UNION,null,null,null
Itail Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,475,63,GOVERNMENT,UNION,null,null,null
Shahbapur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,475,63,GOVERNMENT,UNION,null,null,null
Digpati Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,475,63,GOVERNMENT,UNION,null,null,null
Kendua Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,475,63,GOVERNMENT,UNION,null,null,null
Mesta Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,475,63,GOVERNMENT,UNION,null,null,null
Shailerkanda Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,475,63,GOVERNMENT,UNION,null,null,null
Narundi Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,475,63,GOVERNMENT,UNION,null,null,null
Nandina Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,475,63,GOVERNMENT,UNION,null,null,null
Chandra Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,475,63,GOVERNMENT,UNION,null,null,null
Shiduli Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,480,63,GOVERNMENT,UNION,null,null,null
Tegoria Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,480,63,GOVERNMENT,UNION,null,null,null
Patadaha Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,480,63,GOVERNMENT,UNION,null,null,null
Muslimabad(gunaritala) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,480,63,GOVERNMENT,UNION,null,null,null
Mohiramkul(fulkocha) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,482,63,GOVERNMENT,UNION,null,null,null
Mahamudpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,482,63,GOVERNMENT,UNION,null,null,null
Pogoldigha Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,479,63,GOVERNMENT,UNION,null,null,null
Pingna Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,479,63,GOVERNMENT,UNION,null,null,null
Bawshi(bhatara) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,479,63,GOVERNMENT,UNION,null,null,null
Halimpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,354,45,GOVERNMENT,UNION,null,null,null
Humainpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,354,45,GOVERNMENT,UNION,null,null,null
Hilachia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,354,45,GOVERNMENT,UNION,null,null,null
Sararchar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,354,45,GOVERNMENT,UNION,null,null,null
Bhairab Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,347,45,GOVERNMENT,UNION,null,null,null
Shimul Kandi Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,347,45,GOVERNMENT,UNION,null,null,null
Badla Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,345,45,GOVERNMENT,UNION,null,null,null
Guzadia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,353,45,GOVERNMENT,UNION,null,null,null
Banagram Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,346,45,GOVERNMENT,UNION,null,null,null
Masua Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,346,45,GOVERNMENT,UNION,null,null,null
Bangabandhu(doldia) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,346,45,GOVERNMENT,UNION,null,null,null
Kargoan Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,346,45,GOVERNMENT,UNION,null,null,null
Salua Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,351,45,GOVERNMENT,UNION,null,null,null
Gopedighi Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,356,45,GOVERNMENT,UNION,null,null,null
Matkhala(egarasindur) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,350,45,GOVERNMENT,UNION,null,null,null
Kalichapr(patuabanga) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,350,45,GOVERNMENT,UNION,null,null,null
Taljanga Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,348,45,GOVERNMENT,UNION,null,null,null
Gopalpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,383,50,GOVERNMENT,UNION,null,null,null
Khaserhat(bansgari) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,383,50,GOVERNMENT,UNION,null,null,null
Shahebrampur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,383,50,GOVERNMENT,UNION,null,null,null
Dasher Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,383,50,GOVERNMENT,UNION,null,null,null
Chargobindapur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,381,50,GOVERNMENT,UNION,null,null,null
Bajitpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,384,50,GOVERNMENT,UNION,null,null,null
Kabirajpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,384,50,GOVERNMENT,UNION,null,null,null
Khalia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,384,50,GOVERNMENT,UNION,null,null,null
Amgram Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,384,50,GOVERNMENT,UNION,null,null,null
Ishibpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,384,50,GOVERNMENT,UNION,null,null,null
Dattapara Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,382,50,GOVERNMENT,UNION,null,null,null
Bandarkhola(matbarrcha) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,382,50,GOVERNMENT,UNION,null,null,null
Nilokhi Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,382,50,GOVERNMENT,UNION,null,null,null
Daulatpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,200,46,GOVERNMENT,UNION,null,null,null
Samgonj Hat(jeonpur) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,200,46,GOVERNMENT,UNION,null,null,null
Bachamara Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,200,46,GOVERNMENT,UNION,null,null,null
Baikantapur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,361,46,GOVERNMENT,UNION,null,null,null
Payla Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,361,46,GOVERNMENT,UNION,null,null,null
Zabra(baliakhura) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,361,46,GOVERNMENT,UNION,null,null,null
Ghior Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,361,46,GOVERNMENT,UNION,null,null,null
Balora Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,358,46,GOVERNMENT,UNION,null,null,null
Azimnagar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,358,46,GOVERNMENT,UNION,null,null,null
Lesragonj Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,358,46,GOVERNMENT,UNION,null,null,null
Zitka(gala) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,358,46,GOVERNMENT,UNION,null,null,null
Kanchanpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,358,46,GOVERNMENT,UNION,null,null,null
Garpara Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,360,46,GOVERNMENT,UNION,null,null,null
Krishnapur(Katigram) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,360,46,GOVERNMENT,UNION,null,null,null
Nabogram Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,360,46,GOVERNMENT,UNION,null,null,null
Bankhuri(Hatipara) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,360,46,GOVERNMENT,UNION,null,null,null
Betila Mitra Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,360,46,GOVERNMENT,UNION,null,null,null
Dhankora Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,359,46,GOVERNMENT,UNION,null,null,null
Tilli Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,359,46,GOVERNMENT,UNION,null,null,null
Baliati Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,359,46,GOVERNMENT,UNION,null,null,null
Dimukhi Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,359,46,GOVERNMENT,UNION,null,null,null
Daragram Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,359,46,GOVERNMENT,UNION,null,null,null
Char Tilli Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,359,46,GOVERNMENT,UNION,null,null,null
Maluchi Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,362,46,GOVERNMENT,UNION,null,null,null
Teota Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,362,46,GOVERNMENT,UNION,null,null,null
Mohadebpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,362,46,GOVERNMENT,UNION,null,null,null
Shibalaya Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,362,46,GOVERNMENT,UNION,null,null,null
Singair Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,364,46,GOVERNMENT,UNION,null,null,null
Baldhara Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,364,46,GOVERNMENT,UNION,null,null,null
Baira Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,364,46,GOVERNMENT,UNION,null,null,null
Rasulpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,374,48,GOVERNMENT,UNION,null,null,null
Bhaberchar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,374,48,GOVERNMENT,UNION,null,null,null
Hossaindi Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,374,48,GOVERNMENT,UNION,null,null,null
Gazaria Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,374,48,GOVERNMENT,UNION,null,null,null
Kanakshar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,373,48,GOVERNMENT,UNION,null,null,null
Haldia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,373,48,GOVERNMENT,UNION,null,null,null
Kazirpagla Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,373,48,GOVERNMENT,UNION,null,null,null
Dugachi(kumarbhog) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,373,48,GOVERNMENT,UNION,null,null,null
Char Dumoria Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,370,48,GOVERNMENT,UNION,null,null,null
Bajrajogini Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,370,48,GOVERNMENT,UNION,null,null,null
Raja Nagar(3) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,372,48,GOVERNMENT,UNION,null,null,null
Serajdikhan(rasunia) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,372,48,GOVERNMENT,UNION,null,null,null
Basail Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,372,48,GOVERNMENT,UNION,null,null,null
Madhyapara Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,372,48,GOVERNMENT,UNION,null,null,null
Kola Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,372,48,GOVERNMENT,UNION,null,null,null
Pauldia(bayragadi) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,372,48,GOVERNMENT,UNION,null,null,null
Raja Nagar(2) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,372,48,GOVERNMENT,UNION,null,null,null
Sekhar Nagar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,372,48,GOVERNMENT,UNION,null,null,null
Hasara Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,371,48,GOVERNMENT,UNION,null,null,null
Sreenagar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,371,48,GOVERNMENT,UNION,null,null,null
Bhagyakul Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,371,48,GOVERNMENT,UNION,null,null,null
Mulchar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,375,48,GOVERNMENT,UNION,null,null,null
Hat Baligaon Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,375,48,GOVERNMENT,UNION,null,null,null
Dhipur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,375,48,GOVERNMENT,UNION,null,null,null
Tungibari Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,375,48,GOVERNMENT,UNION,null,null,null
Jashalong Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,375,48,GOVERNMENT,UNION,null,null,null
Dakatia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,464,62,GOVERNMENT,UNION,null,null,null
Uthura Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,464,62,GOVERNMENT,UNION,null,null,null
Dhitpur(Dhalia) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,464,62,GOVERNMENT,UNION,null,null,null
Munshirhat Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,467,62,GOVERNMENT,UNION,null,null,null
Fulbaria Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,462,62,GOVERNMENT,UNION,null,null,null
Asim Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,462,62,GOVERNMENT,UNION,null,null,null
Putijana Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,462,62,GOVERNMENT,UNION,null,null,null
Rangamatia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,462,62,GOVERNMENT,UNION,null,null,null
Kashiganj(biska) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,468,62,GOVERNMENT,UNION,null,null,null
Rahimganj Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,468,62,GOVERNMENT,UNION,null,null,null
Tarakanda Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,468,62,GOVERNMENT,UNION,null,null,null
Halimabad(Panchbag) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,471,62,GOVERNMENT,UNION,null,null,null
Moshakhali Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,471,62,GOVERNMENT,UNION,null,null,null
Mukhi Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,471,62,GOVERNMENT,UNION,null,null,null
Shibganj(rouna) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,471,62,GOVERNMENT,UNION,null,null,null
Shahgonj(acintapur) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,470,62,GOVERNMENT,UNION,null,null,null
Dhuwakhala Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,470,62,GOVERNMENT,UNION,null,null,null
Ramgopalpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,470,62,GOVERNMENT,UNION,null,null,null
Shahanati Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,470,62,GOVERNMENT,UNION,null,null,null
Balijuri Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,470,62,GOVERNMENT,UNION,null,null,null
Nagla(amtali) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,469,62,GOVERNMENT,UNION,null,null,null
Shakula Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,469,62,GOVERNMENT,UNION,null,null,null
Dhurali Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,469,62,GOVERNMENT,UNION,null,null,null
Athara Bari Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,472,62,GOVERNMENT,UNION,null,null,null
Laxmiganj(maizbag) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,472,62,GOVERNMENT,UNION,null,null,null
Rajibpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,472,62,GOVERNMENT,UNION,null,null,null
Rasulpur(ghoga) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,465,62,GOVERNMENT,UNION,null,null,null
Padurbari(mankon) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,465,62,GOVERNMENT,UNION,null,null,null
Battola(daogaon) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,465,62,GOVERNMENT,UNION,null,null,null
Haripur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,465,62,GOVERNMENT,UNION,null,null,null
Dapunia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,466,62,GOVERNMENT,UNION,null,null,null
Anandipur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,466,62,GOVERNMENT,UNION,null,null,null
Biddagonj Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,466,62,GOVERNMENT,UNION,null,null,null
